[2023-06-26 21:55:17,766] Register - Step 01: Navigate to 'Register' page
[2023-09-01 22:52:20,137]  -------------------------- PASSED -------------------------- 
[2023-09-01 22:52:20,194]  -------------------------- PASSED -------------------------- 
[2023-09-01 22:52:22,828]  -------------------------- PASSED -------------------------- 
[2023-09-01 22:52:25,276]  -------------------------- PASSED -------------------------- 
[2023-09-01 22:52:30,209] OS name = Windows 10
[2023-09-01 22:52:30,209] Driver instance name = firefoxdriver: firefox on windows (f5001961-a64e-4cab-aeb6-2ee48e9fca3d)
[2023-09-01 23:00:41,651] Pre-condition - Step 01: Open End User Page URL
[2023-09-01 23:00:46,166] Pre-condition - Step 02: Set cookie and reload page
[2023-09-01 23:00:50,237] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-01 23:00:50,365]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:50,365] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-01 23:00:52,830] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-01 23:00:52,883]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:52,950]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:54,344]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:55,471]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:56,521]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:00:56,889]  -------------------------- FAILED -------------------------- 
[2023-09-01 23:00:57,023] OS name = Windows 10
[2023-09-01 23:00:57,023] Driver instance name = firefoxdriver: firefox on windows (258ccbe3-9e45-4ab2-b4d7-29439d5c94ed)
[2023-09-01 23:03:47,084] Pre-condition - Step 01: Open End User Page URL
[2023-09-01 23:03:51,717] Pre-condition - Step 02: Set cookie and reload page
[2023-09-01 23:03:55,860] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-01 23:03:55,973]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:03:55,973] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-01 23:03:58,372] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-01 23:03:58,453]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:03:58,530]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:03:59,863]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:04:00,951]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:04:01,959]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:04:02,311]  -------------------------- FAILED -------------------------- 
[2023-09-01 23:04:02,408] OS name = Windows 10
[2023-09-01 23:04:02,408] Driver instance name = firefoxdriver: firefox on windows (a903f3fe-69cf-48db-9712-46988672e8c8)
[2023-09-01 23:05:25,249] Pre-condition - Step 01: Open End User Page URL
[2023-09-01 23:05:30,016] Pre-condition - Step 02: Set cookie and reload page
[2023-09-01 23:05:34,035] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-01 23:05:34,120]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:34,120] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-01 23:05:36,073] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-01 23:05:36,131]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:36,179]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:37,993]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:39,103]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:40,141]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:05:40,515]  -------------------------- FAILED -------------------------- 
[2023-09-01 23:06:50,892] Pre-condition - Step 01: Open End User Page URL
[2023-09-01 23:06:54,829] Pre-condition - Step 02: Set cookie and reload page
[2023-09-01 23:06:58,850] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-01 23:06:58,961]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:06:58,961] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-01 23:07:01,407] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-01 23:07:01,490]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:07:01,538]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:07:02,946]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:07:04,106]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:07:05,703]  -------------------------- PASSED -------------------------- 
[2023-09-01 23:07:06,716]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:08,499] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:32:12,991] Pre-condition - Step 02: Set cookie and reload page
[2023-09-02 00:32:16,955] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-02 00:32:17,048]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:17,048] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:32:18,850] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:32:18,929]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:18,994]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:20,838]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:21,972]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:22,963]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:32:23,954]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:08,582] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:34:13,201] Pre-condition - Step 02: Set cookie and reload page
[2023-09-02 00:34:17,104] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-02 00:34:17,195]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:17,195] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:34:19,319] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:34:19,377]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:19,424]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:20,177]  -------------------------- FAILED -------------------------- 
[2023-09-02 00:34:20,328]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:21,379]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:21,443]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:21,994]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:34:52,813]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:35:24,079]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:35:25,156]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:35:26,198]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:35:27,231]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:37:53,566] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:37:58,983] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:38:01,365] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:38:01,441]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:01,505]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:02,415]  -------------------------- FAILED -------------------------- 
[2023-09-02 00:38:02,924]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:03,618]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:03,704]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:04,317]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:38:34,984]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:39:06,801]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:39:07,837]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:39:08,879]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:39:09,918]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:40,307] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:40:45,425] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:40:47,869] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:40:47,938]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:47,986]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:48,898]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:49,007]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:49,668]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:49,759]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:50,356]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:51,064]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:56,128]  -------------------------- FAILED -------------------------- 
[2023-09-02 00:40:57,242]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:58,288]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:40:59,314]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:41:00,359]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:27,100] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:43:32,255] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:43:34,426] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:43:34,501]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:34,544]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:36,060]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:37,190]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:38,785]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:39,901]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:40,488]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:40,556]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:41,100]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:41,163]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:41,607]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:43:41,676]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:20,373] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 00:57:26,041] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 00:57:28,212] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 00:57:28,277]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:28,321]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:29,749]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:30,880]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:31,877]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:33,381]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:34,477]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:57:34,556]  -------------------------- PASSED -------------------------- 
[2023-09-02 00:58:09,641]  -------------------------- FAILED -------------------------- 
[2023-09-02 00:58:10,184]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:15,925] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:01:21,253] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:01:23,981] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:01:24,063]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:24,138]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:25,557]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:26,794]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:27,874]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:01:28,944]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:02:00,494]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:02:00,585]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:02:01,923]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:02:01,985]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:02:33,682]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:03:03,917]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:03:38,994]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:04:10,639]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:04:45,726]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:04:45,731] OS name = Windows 10
[2023-09-02 01:04:45,732] Driver instance name = firefoxdriver: firefox on windows (cea0560a-773f-4f94-8260-2c711e834236)
[2023-09-02 01:06:05,844] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:06:11,192] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:06:13,600] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:06:13,682]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:06:13,740]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:06:15,194]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:06:16,402]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:06:17,548]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:08:21,003] OS name = Windows 10
[2023-09-02 01:08:21,003] Driver instance name = firefoxdriver: firefox on windows (8a44812c-258e-46be-a00a-d0c77df0b9b2)
[2023-09-02 01:10:49,754] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:10:55,220] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:10:58,021] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:10:58,116]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:10:58,203]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:10:59,847]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:11:01,679]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:11:02,811]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:32,888] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:16:37,559] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:16:38,957] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:16:39,026]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:39,070]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:40,348]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:41,607]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:43,750]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:43,822]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:44,303]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:44,380]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:45,555]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:45,821]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:50,940]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:52,091]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:16:57,225]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:17:56,145] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:18:00,367] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:18:01,784] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:18:01,850]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:01,908]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:03,358]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:04,009]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:07,191]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:07,276]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:07,698]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:07,790]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:08,417]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:08,666]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:13,795]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:14,965]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:20,081]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:51,549] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:18:55,731] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:18:57,097] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:18:57,177]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:57,220]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:58,689]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:18:59,892]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:02,152]  -------------------------- FAILED -------------------------- 
[2023-09-02 01:19:04,672]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:05,086]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:05,190]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:27,782] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:19:31,860] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:19:33,889] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:19:33,945]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:34,025]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:35,400]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:36,582]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:39,220]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:39,292]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:39,710]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:39,797]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:40,256]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:40,348]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:45,481]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:46,475]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:19:51,586]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:20,680] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:22:25,102] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:22:26,452] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:22:26,508]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:26,570]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:28,035]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:29,231]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:30,209]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:30,676]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:31,097]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:31,164]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:31,570]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:31,666]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:32,635]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:32,728]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:37,838]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:38,789]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:22:43,916]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:35,622] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 01:23:39,888] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 01:23:41,253] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 01:23:41,321]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:41,366]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:42,706]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:43,895]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:44,936]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:45,427]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:46,380]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:46,468]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:46,888]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:46,963]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:47,983]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:48,062]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:53,130]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:53,550]  -------------------------- PASSED -------------------------- 
[2023-09-02 01:23:58,610]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:00,823] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 10:03:07,630] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 10:03:10,651] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 10:03:10,746]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:10,881]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:13,182]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:14,524]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:15,622]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:16,747]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:17,847]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:17,986]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:18,549]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:18,687]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:19,779]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:19,887]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:24,946]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:25,478]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:30,540]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:03:30,551] OS name = Windows 10
[2023-09-02 10:03:30,551] Driver instance name = firefoxdriver: firefox on windows (63cde218-d350-49cd-8405-a3c6d75108e8)
[2023-09-02 10:07:28,627] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 10:07:33,157] Pre-condition - Step 02: Set cookie and reload page
[2023-09-02 10:07:36,858] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-02 10:07:36,996]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:36,996] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 10:07:38,862] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 10:07:38,963]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:39,059]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:41,015]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:42,101]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:43,095]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:44,089]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:45,081]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:45,173]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:45,740]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:45,846]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:46,882]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:46,978]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:52,025]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:53,054]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:07:58,100]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:08:03,165]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:08:03,168] OS name = Windows 10
[2023-09-02 10:08:03,169] Driver instance name = firefoxdriver: firefox on windows (b9210ccd-7696-416d-9930-16fb090fe566)
[2023-09-02 10:12:30,618] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 10:12:35,306] Pre-condition - Step 02: Set cookie and reload page
[2023-09-02 10:12:38,744] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-02 10:12:38,920]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:38,920] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 10:12:41,869] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 10:12:41,955]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:42,025]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:43,426]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:44,601]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:45,607]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:46,664]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:47,667]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:47,736]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:48,296]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:48,434]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:49,515]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:49,605]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:54,654]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:12:55,666]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:13:00,723]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:13:00,729] OS name = Windows 10
[2023-09-02 10:13:00,729] Driver instance name = firefoxdriver: firefox on windows (63df555e-1d74-4ab9-ab30-c2aed16e08c5)
[2023-09-02 10:14:52,103] Pre-condition - Step 01: Open End User Page URL
[2023-09-02 10:14:56,685] Pre-condition - Step 02: Set cookie and reload page
[2023-09-02 10:15:00,053] Pre-condition - Step 03: Verify 'My Account' Link is displayed
[2023-09-02 10:15:00,224]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:00,224] Pre-condition - Step 04: Open submenu 'Notebooks' at top menu 'Computer'
[2023-09-02 10:15:02,998] Pre-condition - Step 05: Verify 'Notebooks' is displayed at Title and Breadcrumb
[2023-09-02 10:15:03,083]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:03,162]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:05,037]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:06,158]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:07,205]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:08,197]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:09,201]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:09,292]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:09,825]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:09,943]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:10,982]  -------------------------- PASSED -------------------------- 
[2023-09-02 10:15:11,076]  -------------------------- PASSED -------------------------- 
